,source,date,comment
256,stiiizy-iheartjane,2021年1月4日,One of my favorite flavors! very smooth refreshing taste
257,stiiizy-iheartjane,2020年12月27日,"Description of product says “blue Gummy” bu when I got the package it said “blue raspberry” ? Idk it might be just me, but the taste reminds Me of the Old school “Flinstones” Vitamins you would find in your grandmas medicine cabinet ."
258,stiiizy-iheartjane,2020年12月12日,my favorite flavor so far
259,stiiizy-iheartjane,2020年12月10日,Great taste and terps but doesn’t get you too high. Idk just my experience.
260,stiiizy-iheartjane,2020年12月7日,"0t much of anything, almost as if it was on the low-low end of some form of dosage."
261,stiiizy-iheartjane,2020年11月7日,0t as strong of a high I was looking for but it did ease my mind and made me really chill. The flavor is pretty good too.
262,stiiizy-iheartjane,2020年10月9日,"Very nice, even high as described. Would purchase again!"
263,stiiizy-iheartjane,2020年8月5日,Product was amazing. Tastes so good
264,stiiizy-iheartjane,2020年8月5日,Great tasting product with even better results. Perfect one for me to do the job and keep me active.
265,stiiizy-iheartjane,2020年7月27日,This was my 1st try with this hybrid. It's nice. It actually was quite helpful with some digestion issues I had. K0cked the nausea out fast. I appreciated that greatly. The flavor has a slightly odd aftertaste. I'd call the true flavor 'burnt raspberry'.
266,stiiizy-iheartjane,2020年7月25日,TASTED FIRE
267,stiiizy-iheartjane,2020年6月23日,Tastes nice :)
268,stiiizy-iheartjane,2020年4月27日,tastes like skittles or blueberry gummy
269,stiiizy-iheartjane,2020年4月17日,"this flavor is very tasty in my opinion, one of the best tasting stiiizy ive tried so far, goes well with an energy drink"
270,stiiizy-iheartjane,2020年4月3日,BERRY GOOD STUFF...ENJOY
271,stiiizy-iheartjane,2023年9月8日,"Great Strain , Definitely will enjoy lots"
272,stiiizy-iheartjane,2023年7月1日,Blue dream is my favorite �.   Great taste & effect!
273,stiiizy-iheartjane,2023年5月1日,This cartridge got me in a place that I could enjoy.
274,stiiizy-iheartjane,2023年4月14日,Taste is too strong and smoke is harsh. Stays charged longer than lime though
275,stiiizy-iheartjane,2022年10月28日,Product was great in making me relaxed. Only complaint about this vape pen is that it gets clogged from time to time. I would buy more but it’s a real bummer when you try to activate the vape pen and it’s clogged.
276,stiiizy-iheartjane,2022年6月19日,"This was a great disposal pen 0 charging ever need good consistently till the end!
My new favorite!! Will buy again."
277,stiiizy-iheartjane,2022年6月16日,Didn’t k0w if I would repurchase a stiiizy so I started with a disposable starter pen. It worked out for me because I ended up decided to buy a battery and pods for the stiiizy.
278,stiiizy-iheartjane,2022年6月9日,"An amazing strain. Smooth and delicious! Definitely works wonders if you microdose throughout the day. Convenient and easy to use, would definitely recommend 10/10 every time I’ve used it!"
279,stiiizy-iheartjane,2022年3月26日,Great flavor. Super clean distilled vape. Stiiizy does a great job distilling and keeping high thc levels. Highly recommend trying any Stiiizy product.
280,stiiizy-iheartjane,2022年3月2日,Got a great buzz from this one
281,stiiizy-iheartjane,2022年2月10日,It was all good but it stopped working for me mid way through
282,stiiizy-iheartjane,2020年12月5日,Taste is an 8 high is a 6ish l was high but wanted to be higher.....but it last pretty long only use it during emergencies. This pen makes me want to explore other vapes
283,stiiizy-iheartjane,2020年5月6日,I love Blue Dream and the stiizy pen hits.
284,stiiizy-iheartjane,2020年4月4日,Did 0t like the flavor yet enjoyed the mood.
285,stiiizy-weedbates,2021年1月29日,"""I am new to vaping and just love STIIIZY products. They are discreet, tasteful and make the best vapor. I definitely suggest this kit for those that have not tried THS before!"""
286,stiiizy-weedbates,2021年1月27日,"""I'm very happy with this vape kit. It came in nicely packaged and looks so great, I can't wait to start using it."""
287,stiiizy-weedbates,2021年1月24日,"""I haven't had a cigarette in 3 years. I boxed up my last one and threw it away. Now, thanks to STIIIZY Starter Kit - Red, I am now vaping cannabis instead of spiraling through nicotine withdrawal!"""
288,stiiizy-weedbates,2020年12月29日,"""I just tried Cannabis vaping with a vape pen for the first time and it was an amazing experience. My STIIIZY Starter Kit feels like such a value because you get a small, lightweight and discreet device that is easy to conceal. The lovely cool features of the device keep me happy and calm."""
289,stiiizy-weedbates,2020年12月28日,"""This product is for beginners. The starter kit is ideal for people who have never had a vape style device and are looking to get started into vaping. The kit includes all the basics and a USB charging cable which is very convenient."""
290,stiiizy-weedbates,2020年12月27日,"""I tried a few different types of smooth vapes and ordered the starter kit for STIIIZY devices. The smoke is great, the pear apple and lavender were two of my favorites."""
291,stiiizy-weedbates,2020年12月25日,"""This vape starter kit is perfect for newbies to the vaping world. This vape kit includes everything you need to start vaping. It comes with a USB charging cord and a battery that plugs into that cord. The kit comes with other parts such as a pod and its own charger."""
292,stiiizy-weedbates,2020年12月22日,"""This starter kit is perfect for beginners! I have never liked the idea of purchasing e-cigarettes because of all the maintenance and accessories that are required. The safety, reliability and cleanliness of a disposable vape pen is, therefore, very appealing to me."""
293,stiiizy-weedbates,2020年12月12日,"""I love this box! All my friends have already bought one because they are attracted to the sleek design and effective point. This is such a great starter kit considering you get a vaporizer, USB charger, and five different pods that can be charged via USB!"""
294,stiiizy-weedbates,2020年12月8日,"""Absolutely love the starter kit! I always had trouble finding my favorite strains to share with people and now I can easily do this. I also love that the pods are color coded so they know what they are getting. The set up was super easy and it doesn't hurt either."""
295,stiiizy-weedbates,2020年11月29日,"""GET YOUR Starter Kit TODAY!"""
296,stiiizy-weedbates,2020年11月29日,I am so happy with my STIIIZY Starter Kit: Red!
297,stiiizy-weedbates,2020年11月29日,"""STIIIZY is the best new vaping company that I've found. These starter kits are fantastic and creative. It's perfect for a beginner. Its two interchangeable pods, carry case, and USB charger have helped me to get into vaping without breaking the bank"""
298,stiiizy-weedbates,2020年11月6日,"""Finally a complete kit to start vaping!"""
299,stiiizy-weedbates,2020年11月5日,"""I found myself busy and stressed consistently. I switched to vaping a few years ago and decided to give STIIIZY a try as my dealer said that it's the number one best strain for relaxation. From the first hit, I swear my stress just melted away! With a gorgeous purple glow, I was relaxed in less than ten minutes! It is the safest way to relieve your stress with no harmful chemicals."""
300,stiiizy-weedbates,2020年11月5日,I am such a fan of this vape starter kit.
301,stiiizy-weedbates,2020年11月4日,"""STIIIZY Starter Kit - Red it is wonderful! I really like the flavor and it seems like these vape pens are actually worth the money. That's so hard to come by nowadays."""
302,stiiizy-weedbates,2020年11月3日,"""Super happy with this product and first time vaping. What a great starter kit for anyone on a budget."""
303,stiiizy-weedbates,2020年10月23日,"""I came across this site while looking for a gift idea in the weed section of my local head shop and I bought that kit with the intention to give it to my boyfriend. He is not too keen on smoking, but he loved the idea of vaping as a new hobby. Now he's hooked! The starter kit is super simple to use and comes with everything you need."""
304,stiiizy-weedbates,2020年10月13日,"""I definitely recommend this kit for anyone who's looking to start vaping. Easy to use and hard to mess up with it's included battery charger."""
305,stiiizy-weedbates,2020年10月3日,"""I just want to say that the STIIIZY Starter Kit is amazing. Sick of packaging with the same old black, blue, or brown vape pens? The stylish Red Starter Kit is bound to catch some attention. I have been a smoker and a vaper for three years now and this product has made it so much easier. If you are in need of a new vaporizer, this is definitely a place where you should start."""
306,stiiizy-weedbates,2020年9月12日,"""I started participating in an LCS baseball team about three weeks ago and my parents were surprised that I loved playing the game so much. Even though we are trying to keep it a secret, they got me the STIIIZY Starter Kit - Red as a surprise gift since they thought my vape would help me get through practices."""
307,stiiizy-weedbates,2020年9月5日,"""Awesome starter kit, great price. New to vaping but this kit has everything I need to learn and get started."""
308,stiiizy-weedbates,2020年9月4日,"""In less than a year I have seen tremendous improvements in my life, this is due to the ease of use of the a vape kit like this. Whether that be for pleasure or just for relief, the changes are well worth the switch."""
309,stiiizy-weedbates,2020年9月2日,"""It was very easy to use and fit into a purse. But it didn't made me feel better."""
310,stiiizy-weedbates,2020年8月21日,It has been a lifesaver for me when I want to vape but don't want to carry around a big device
311,stiiizy-weedbates,2020年8月18日,"""This is a must buy. I needed a little extra help with my ecig, and this kit has made it easy. It quickly reminds me to charge it and helps me pick the right pods thanks to the safety feature."""
312,stiiizy-weedbates,2020年8月17日,"""The starter kit is amazing. Awesome customer service too. Had no issues out of the box and it has an easy to use battery."""
313,stiiizy-weedbates,2020年8月15日,"""This kit is really the perfect starter kit for a novice! The user guides are easy to understood and have pictures that show you how to set up your vape and use it. The package comes with everything you need, meaning it's super easy to pack and send off for for your new friend or loved one. Don't hesitate - get ready for a great time as soon as you receive this beautiful package!"""
314,stiiizy-weedbates,2020年8月9日,"""The STIIIZY Starter Kit is perfect for anyone just getting into vaping. The kit includes everything you need to get started including a USB charger, battery, and plenty of sample pods in each different flavor."""
315,stiiizy-weedbates,2020年8月7日,It’s so easy to use and I love how it’s such a lightweight design
316,stiiizy-weedbates,2020年8月5日,"""I just wanted to say that this is the best place I have ever been! Unless you are on the site there will be no clue other than the most unique vaporizers. I now vape all the time when my friends and coworkers stop by because they know what I'm going to be vaping."""
317,stiiizy-weedbates,2020年8月4日,"""I recently discovered the STIIIZY Starter Kit and I'm in love! It's perfect for anyone who is new to vaping. It comes with everything you need- from the kit itself, to the pods, to the USB charging cable. The whole thing is so simple yet efficient and has a very attractive design."""
318,stiiizy-weedbates,2020年7月23日,"""This starter kit is worth the price! It came with everything you need and was super easy to use. I absolutely love it!"""
